Tracking ID,Section,Setting or token,Candidate kind,Trace verdict,Disposition,Root cause,Why,Trace detail,Phase 3 status,Phase 3 evidence,Current source references
CONF-174,footer-three,button_radius,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-three.liquid:51: --qf3-button-radius: {{ section.settings.button_radius }}px;
sections/footer-three.liquid:337: border-radius: var(--qf3-button-radius);
sections/footer-three.liquid:354: border-radius: var(--qf3-button-radius);
sections/footer-three.liquid:568: border-radius: var(--qf3-button-radius);
sections/footer-three.liquid:1642: ""id"": ""button_radius"","
CONF-175,footer-three,link_hover_color,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-three.liquid:43: --qf3-link-hover: {{ section.settings.link_hover_color }};
sections/footer-three.liquid:86: color: var(--qf3-link-hover);
sections/footer-three.liquid:93: outline: 2px solid var(--qf3-link-hover);
sections/footer-three.liquid:367: background: var(--qf3-link-hover);
sections/footer-three.liquid:368: border-color: var(--qf3-link-hover);
sections/footer-three.liquid:412: color: var(--qf3-link-hover);
sections/footer-three.liquid:475: color: var(--qf3-link-hover);
sections/footer-three.liquid:638: border-color: var(--qf3-link-hover);
sections/footer-three.liquid:699: color: var(--qf3-link-hover);
sections/footer-three.liquid:1453: ""id"": ""link_hover_color"","
CONF-176,footer-three,newsletter_bg,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-three.liquid:47: --qf3-newsletter-bg: {{ section.settings.newsletter_bg }};
sections/footer-three.liquid:282: background: var(--qf3-newsletter-bg);
sections/footer-three.liquid:1477: ""id"": ""newsletter_bg"","
CONF-177,footer-three,newsletter_radius,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-three.liquid:50: --qf3-newsletter-radius: {{ section.settings.newsletter_radius }}px;
sections/footer-three.liquid:281: border-radius: var(--qf3-newsletter-radius);
sections/footer-three.liquid:1632: ""id"": ""newsletter_radius"","
CONF-178,footer-two,button_bg,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-two.liquid:40: --qf2-newsletter-button-bg: {{ section.settings.newsletter_button_bg }};
sections/footer-two.liquid:42: --qf2-button-bg: {{ section.settings.button_bg }};
sections/footer-two.liquid:340: background: var(--qf2-button-bg);
sections/footer-two.liquid:442: border: 1px solid var(--qf2-newsletter-button-bg);
sections/footer-two.liquid:444: background: var(--qf2-newsletter-button-bg);
sections/footer-two.liquid:1602: ""id"": ""newsletter_button_bg"",
sections/footer-two.liquid:1628: ""id"": ""button_bg"","
CONF-179,footer-two,button_border,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-two.liquid:44: --qf2-button-border: {{ section.settings.button_border }};
sections/footer-two.liquid:338: border: 1px solid var(--qf2-button-border);
sections/footer-two.liquid:1640: ""id"": ""button_border"","
CONF-180,footer-two,button_radius,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-two.liquid:49: --qf2-button-radius: {{ section.settings.button_radius }}px;
sections/footer-two.liquid:339: border-radius: var(--qf2-button-radius);
sections/footer-two.liquid:1618: ""id"": ""button_radius"","
CONF-181,footer-two,button_text,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-two.liquid:41: --qf2-newsletter-button-text: {{ section.settings.newsletter_button_text }};
sections/footer-two.liquid:43: --qf2-button-text: {{ section.settings.button_text }};
sections/footer-two.liquid:341: color: var(--qf2-button-text);
sections/footer-two.liquid:445: color: var(--qf2-newsletter-button-text);
sections/footer-two.liquid:1608: ""id"": ""newsletter_button_text"",
sections/footer-two.liquid:1634: ""id"": ""button_text"","
CONF-182,footer-two,link_hover_color,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-two.liquid:33: --qf2-link-hover: {{ section.settings.link_hover_color }};
sections/footer-two.liquid:79: color: var(--qf2-link-hover);
sections/footer-two.liquid:87: outline: 2px solid var(--qf2-link-hover);
sections/footer-two.liquid:326: border-color: var(--qf2-link-hover);
sections/footer-two.liquid:327: color: var(--qf2-link-hover);
sections/footer-two.liquid:390: color: var(--qf2-link-hover);
sections/footer-two.liquid:461: color: var(--qf2-link-hover);
sections/footer-two.liquid:506: color: var(--qf2-link-hover);
sections/footer-two.liquid:507: border-color: var(--qf2-link-hover);
sections/footer-two.liquid:595: color: var(--qf2-link-hover);"
CONF-183,footer-two,logo_height,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/footer-two.liquid:53: --qf2-logo-height: {{ section.settings.logo_height }}px;
sections/footer-two.liquid:262: height: var(--qf2-brand-logo-height, var(--qf2-logo-height));
sections/footer-two.liquid:791: style=""--qf2-brand-logo-height: {{ block.settings.logo_height | default: section.settings.logo_height }}px;""
sections/footer-two.liquid:1425: ""id"": ""logo_height"",
sections/footer-two.liquid:1706: ""id"": ""logo_height"","
CONF-184,header-one,link_hover_color,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/header-one.liquid:134: --qh1-link-hover: {{ section.settings.link_hover_color }};
sections/header-one.liquid:355: color: var(--qh1-link-hover);
sections/header-one.liquid:369: color: var(--qh1-link-hover);
sections/header-one.liquid:426: color: var(--qh1-link-hover);
sections/header-one.liquid:444: outline: 2px solid var(--qh1-link-hover);
sections/header-one.liquid:487: border-color: color-mix(in srgb, var(--qh1-border), var(--qh1-link-hover) 25%);
sections/header-one.liquid:558: border-color: var(--qh1-link-hover);
sections/header-one.liquid:559: box-shadow: 0 0 0 3px color-mix(in srgb, var(--qh1-link-hover), transparent 80%);
sections/header-one.liquid:583: color: var(--qh1-link-hover);
sections/header-one.liquid:584: border-color: var(--qh1-link-hover);"
CONF-185,header-one,mobile_z_index,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/header-one.liquid:152: --qh1-mobile-z: {{ section.settings.mobile_z_index }};
sections/header-one.liquid:755: z-index: var(--qh1-mobile-z);
sections/header-one.liquid:773: z-index: calc(var(--qh1-mobile-z) + 1);
sections/header-one.liquid:1629: ""id"": ""mobile_z_index"","
CONF-186,header-one,nav_underline_color,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/header-one.liquid:135: --qh1-nav-underline: {{ section.settings.nav_underline_color }};
sections/header-one.liquid:344: background: var(--qh1-nav-underline);
sections/header-one.liquid:1538: ""id"": ""nav_underline_color"","
CONF-187,header-one,search_width,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/header-one.liquid:147: --qh1-search-width: {{ section.settings.search_width }}px;
sections/header-one.liquid:517: width: min(var(--qh1-search-width), 30vw);
sections/header-one.liquid:830: width: min(var(--qh1-search-width), 24vw);
sections/header-one.liquid:1472: ""id"": ""search_width"","
CONF-188,header-two,muted_text,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","assets/header-two.css:820: color: var(--qh2b-muted, #6b7280);
sections/header-two.liquid:62: --qh2b-muted: {{ section.settings.muted_text }};
sections/header-two.liquid:655: { ""type"": ""color"", ""id"": ""muted_text"", ""label"": ""Muted text"", ""default"": ""#6b7280"" },"
CONF-189,interactive-content-helper-countdown-and-progress,accent_color,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-helper-countdown-and-progress.liquid:261: --q-accent: {{ section.settings.accent_color }};
sections/interactive-content-helper-countdown-and-progress.liquid:432: --q-accent: var(--color-accent, currentColor);
sections/interactive-content-helper-countdown-and-progress.liquid:436: --q-success: var(--q-accent);
sections/interactive-content-helper-countdown-and-progress.liquid:608: background: var(--q-accent);
sections/interactive-content-helper-countdown-and-progress.liquid:639: background: var(--q-accent);
sections/interactive-content-helper-countdown-and-progress.liquid:725: border-color: var(--q-accent);
sections/interactive-content-helper-countdown-and-progress.liquid:781: background: var(--q-accent);
sections/interactive-content-helper-countdown-and-progress.liquid:1037: { ""type"": ""color"", ""id"": ""accent_color"", ""label"": ""Accent"", ""default"": ""#5EF2C2"" },"
CONF-190,interactive-content-helper-predictive-search,panel_max_h,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-helper-predictive-search.liquid:451: --qps-panel-max-h: {{ section.settings.panel_max_h }}vh;
sections/interactive-content-helper-predictive-search.liquid:579: max-height: var(--qps-panel-max-h);
sections/interactive-content-helper-predictive-search.liquid:1109: { ""type"": ""range"", ""id"": ""panel_max_h"", ""label"": ""Panel max height"", ""min"": 30, ""max"": 90, ""step"": 1, ""default"": 62, ""unit"": ""vh"" },"
CONF-191,interactive-content-helper-predictive-search,result_meta_fs,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-helper-predictive-search.liquid:457: --qps-meta-fs: {{ section.settings.result_meta_fs }}px;
sections/interactive-content-helper-predictive-search.liquid:664: font-size: var(--qps-meta-fs);
sections/interactive-content-helper-predictive-search.liquid:1139: { ""type"": ""range"", ""id"": ""result_meta_fs"", ""label"": ""Result meta size"", ""min"": 10, ""max"": 16, ""step"": 1, ""default"": 12, ""unit"": ""px"" }"
CONF-192,interactive-content-helper-predictive-search,result_title_fs,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-helper-predictive-search.liquid:456: --qps-result-fs: {{ section.settings.result_title_fs }}px;
sections/interactive-content-helper-predictive-search.liquid:630: font-size: calc(var(--qps-result-fs) - 1px);
sections/interactive-content-helper-predictive-search.liquid:655: font-size: var(--qps-result-fs);
sections/interactive-content-helper-predictive-search.liquid:1138: { ""type"": ""range"", ""id"": ""result_title_fs"", ""label"": ""Result title size"", ""min"": 12, ""max"": 20, ""step"": 1, ""default"": 14, ""unit"": ""px"" },"
CONF-193,interactive-content-helper-predictive-search,thumb_size,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-helper-predictive-search.liquid:452: --qps-thumb: {{ section.settings.thumb_size }}px;
sections/interactive-content-helper-predictive-search.liquid:670: width: var(--qps-thumb);
sections/interactive-content-helper-predictive-search.liquid:671: height: var(--qps-thumb);
sections/interactive-content-helper-predictive-search.liquid:1110: { ""type"": ""range"", ""id"": ""thumb_size"", ""label"": ""Thumbnail size (media layout)"", ""min"": 40, ""max"": 84, ""step"": 2, ""default"": 60, ""unit"": ""px"" },"
CONF-194,interactive-content-helper-story-timeline,accent_color,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-helper-story-timeline.liquid:94: --q-tl-accent-bar-h: {{ section.settings.accent_bar_h }}px;
sections/interactive-content-helper-story-timeline.liquid:100: --q-tl-accent: {{ section.settings.accent_color }};
sections/interactive-content-helper-story-timeline.liquid:313: --q-tl-accent: var(--q-color-accent, currentColor);
sections/interactive-content-helper-story-timeline.liquid:318: --q-tl-marker-border: var(--q-tl-accent);
sections/interactive-content-helper-story-timeline.liquid:319: --q-tl-marker-fill: var(--q-tl-accent);
sections/interactive-content-helper-story-timeline.liquid:365: border-color: color-mix(in srgb, var(--q-tl-border) 65%, var(--q-tl-accent));
sections/interactive-content-helper-story-timeline.liquid:371: height: var(--q-tl-accent-bar-h);
sections/interactive-content-helper-story-timeline.liquid:372: background: color-mix(in srgb, var(--q-tl-accent) 22%, transparent);
sections/interactive-content-helper-story-timeline.liquid:439: background: color-mix(in srgb, var(--q-tl-accent) 10%, transparent);
sections/interactive-content-helper-story-timeline.liquid:444: color: var(--q-tl-accent);"
CONF-195,interactive-content-helper-story-timeline,line_color,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-helper-story-timeline.liquid:74: --q-tl-line-w: {{ section.settings.tl_line_w }}px;
sections/interactive-content-helper-story-timeline.liquid:104: --q-tl-line: {{ section.settings.line_color }};
sections/interactive-content-helper-story-timeline.liquid:317: --q-tl-line: var(--q-tl-border);
sections/interactive-content-helper-story-timeline.liquid:508: width: var(--q-tl-line-w);
sections/interactive-content-helper-story-timeline.liquid:509: background: var(--q-tl-line);
sections/interactive-content-helper-story-timeline.liquid:847: { ""type"": ""color"", ""id"": ""line_color"", ""label"": ""Line color"", ""default"": ""#e5e5e5"" },"
CONF-200,interactive-content-pricing-data-table,accent,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-pricing-data-table.liquid:100: --q-text: {{ section.settings.text }};
sections/interactive-content-pricing-data-table.liquid:102: --q-accent: {{ section.settings.accent }};
sections/interactive-content-pricing-data-table.liquid:108: --q-highlight-bg: {{ section.settings.highlight_bg }};
sections/interactive-content-pricing-data-table.liquid:109: --q-highlight-border: {{ section.settings.highlight_border }};
sections/interactive-content-pricing-data-table.liquid:110: --q-badge-bg: {{ section.settings.badge_bg }};
sections/interactive-content-pricing-data-table.liquid:351: --q-text: var(--q-color-text, currentColor);
sections/interactive-content-pricing-data-table.liquid:352: --q-muted: var(--q-color-muted, color-mix(in srgb, var(--q-text) 70%, transparent));
sections/interactive-content-pricing-data-table.liquid:353: --q-accent: var(--q-color-accent, var(--q-text));
sections/interactive-content-pricing-data-table.liquid:354: --q-surface: var(--q-color-surface, color-mix(in srgb, var(--q-text) 6%, transparent));
sections/interactive-content-pricing-data-table.liquid:355: --q-border: var(--q-color-border, color-mix(in srgb, var(--q-text) 14%, transparent));"
CONF-201,interactive-content-pricing-data-table,badge_bg,overridden,OVERRIDDEN,CONFIRMED DEFECT,RC-17,"custom property is read, but a later or more specific declaration wins; inert under exact re-adjudication with every gate open",token is consumed by a base rule yet nothing changes; specificity or a later declaration wins,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/interactive-content-pricing-data-table.liquid:110: --q-badge-bg: {{ section.settings.badge_bg }};
sections/interactive-content-pricing-data-table.liquid:364: --q-badge-bg: color-mix(in srgb, var(--q-accent) 14%, transparent);
sections/interactive-content-pricing-data-table.liquid:425: background: var(--q-badge-bg);
sections/interactive-content-pricing-data-table.liquid:821: { ""type"": ""color"", ""id"": ""badge_bg"", ""label"": ""Badge background"", ""default"": ""#1b1b1b"" },"
